CustomerKey,Full name,Gender,Date FirstPurchase,BirthDate,Customer City
23587,HaileyGonzalez,Feamle,2013-11-27,1977-10-03,Torrance
23588,RyanHughes,Male,2013-05-01,1973-09-15,Port Orchard
23589,AmandaBaker,Feamle,2013-11-18,1978-04-02,Imperial Beach
23590,AustinBrown,Male,2014-01-05,1972-07-09,La Jolla
23591,JustinHenderson,Male,2013-03-29,1968-07-24,Metchosin
23592,JosephJackson,Male,2011-10-04,1969-03-21,Oak Bay
23593,KrystalZhou,Feamle,2012-08-05,1977-01-30,Goulburn
23594,PaulaDiaz,Feamle,2013-06-27,1964-12-03,Burlingame
23595,CarrieRubio,Feamle,2013-10-29,1962-10-20,Lille
23596,KatherineBradley,Feamle,2013-09-01,1974-01-01,Paris
23597,MeredithPerez,Feamle,2013-01-27,1968-08-13,Cambridge
23598,LindaRamos,Feamle,2013-09-10,1963-05-21,Esher-Molesey
23599,MackenzieRoberts,Feamle,2013-12-16,1962-10-13,Leeds
23600,PeterSharma,Male,2013-03-13,1961-09-08,Lieusaint
23601,KariAlan,Feamle,2013-06-24,1961-10-02,Berlin
23602,AndreaLopez,Feamle,2013-02-15,1972-11-10,Erlangen
23603,ShaneMalhotra,Male,2013-12-18,1971-12-09,Boulogne-Billancourt
23604,TroyKovar,Male,2013-09-26,1960-11-21,Essen
23605,DeannaSabella,Male,2013-11-29,1961-06-02,Salzgitter
23606,KennethRaje,Male,2013-01-16,1960-10-08,Kirkby
23607,WayneShe,Male,2013-01-14,1960-11-07,London
23608,JessieBlanco,Feamle,2013-02-23,1960-07-10,London
23609,ClarenceLi,Male,2013-05-16,1960-11-05,Courbevoie
23610,CoryPerez,Male,2014-01-21,1950-04-22,Drancy
23611,DaveNatsuhara,Male,2013-06-14,1949-09-01,Sèvres
23612,RosaLiu,Feamle,2013-12-12,1949-10-24,Essen
23613,ClaytonLu,Male,2013-06-24,1949-08-21,Lancaster
23614,RachelCook,Feamle,2013-05-18,1951-03-09,Oxford
23615,KendraSuarez,Feamle,2013-10-01,1950-10-11,Wokingham
23616,KarenRoberts,Feamle,2013-09-20,1952-01-30,Saarlouis
23617,KaraShe,Feamle,2013-12-07,1957-04-22,Lancaster
23618,DaleHolt,Male,2013-02-08,1952-02-01,West Sussex
23619,RicardoTang,Male,2013-09-16,1964-07-11,Essen
23620,RoyArun,Male,2013-08-19,1959-01-11,Oxon
23621,FeliciaTownsend,Feamle,2013-12-17,1963-11-07,Drancy
23622,DarrenMoreno,Male,2013-06-21,1957-12-09,Münster
23623,JocelynGriffin,Feamle,2013-02-22,1962-08-07,Lille
23624,JillianMalhotra,Feamle,2013-05-23,1957-02-14,Frankfurt am Main
23625,MichealNavarro,Male,2013-10-17,1957-05-01,London
23626,RossMehta,Male,2013-07-24,1955-09-08,Chatou
23627,AdrienneNavarro,Feamle,2013-09-08,1961-04-22,Erlangen
23628,KaraShen,Feamle,2013-05-18,1956-05-08,Cheltenham
23629,AlfredoGill,Male,2013-02-07,1955-10-01,London
23630,DominicFernandez,Male,2013-02-14,1961-03-24,Warrington
23631,ColinWang,Male,2014-01-19,1954-09-02,Saint Ouen
23632,KristenZhou,Feamle,2013-04-08,1960-08-01,München
23633,DeborahChande,Feamle,2013-11-24,1955-05-07,Paderborn
23634,ErnestLi,Male,2013-08-13,1960-07-17,Stuttgart
23635,AlvinLuo,Male,2013-02-04,1954-09-24,Maidenhead
23636,RachaelGonzalez,Feamle,2013-02-22,1955-04-07,Oxford
23637,YolandaJai,Feamle,2013-09-10,1965-04-09,Croix
23638,NelsonRuiz,Male,2013-09-24,1953-10-16,Kirkby
23639,ChristyGuo,Feamle,2013-02-26,1952-11-05,Lancaster
23640,BruceJiménez,Male,2012-08-06,1980-07-07,Springwood
23641,MeganMorris,Feamle,2013-06-07,1982-01-08,Rockhampton
23642,AnneGutierrez,Feamle,2014-01-18,1981-01-14,St. Leonards
23643,EricaZheng,Feamle,2013-05-04,1980-05-21,North Ryde
23644,AllisonYoung,Feamle,2013-10-05,1985-09-29,Coffs Harbour
23645,CurtisZheng,Male,2012-08-09,1980-12-13,Melbourne
23646,JamieLu,Feamle,2013-07-03,1985-04-10,Rockhampton
23647,WayneShen,Male,2013-09-21,1985-02-23,Gold Coast
23648,KarlaChander,Feamle,2012-08-24,1980-01-25,Gold Coast
23649,NaomiRuiz,Feamle,2012-08-14,1980-04-12,Springwood
23650,CarolynVazquez,Feamle,2013-05-27,1979-12-05,Findon
23651,MarvinAlvarez,Male,2012-09-05,1978-07-26,Melbourne
23652,RogerGoel,Male,2012-09-27,1979-04-17,Townsville
23653,DevinCampbell,Male,2012-09-01,1979-04-20,Sunbury
23654,AlishaWu,Feamle,2013-07-29,1979-03-02,Sydney
23655,GraceMurphy,Feamle,2012-09-02,1978-05-21,Coffs Harbour
23656,NaomiRamos,Feamle,2012-09-24,1983-06-11,Sunbury
23657,AlisonJai,Feamle,2013-10-15,1982-10-29,Gold Coast
23658,RossArun,Male,2012-09-19,1983-11-22,Malabar
23659,DrewShan,Male,2012-09-27,1977-10-08,Cranbourne
23660,ChristyTang,Feamle,2012-09-08,1978-05-20,North Ryde
23661,AbigailWashington,Feamle,2012-09-22,1977-06-25,Port Macquarie
23662,CynthiaSanchez,Feamle,2012-09-12,1981-11-02,Milsons Point
23663,NeilDominguez,Male,2012-09-14,1981-08-31,Wollongong
23664,SandraGuo,Feamle,2012-09-13,1981-11-30,Geelong
23665,CrystalYang,Feamle,2012-09-06,1976-05-08,Newcastle
23666,OliviaAnderson,Feamle,2013-09-28,1954-04-17,Tacoma
23667,HaroldArun,Male,2013-12-22,1954-03-24,Bremerton
23668,JessicaHughes,Feamle,2013-10-14,1953-01-03,Beaverton
23669,SeanTorres,Male,2013-12-19,1942-10-31,Oakland
23670,MyaHenderson,Feamle,2013-01-29,1944-06-03,Salem
23671,FernandoThomas,Male,2013-09-26,1944-08-04,Bremerton
23672,AbigailFlores,Feamle,2013-06-08,1944-10-19,Puyallup
23673,KaylaMiller,Feamle,2013-05-20,1950-03-04,Newton
23674,JeremiahWalker,Male,2013-12-22,1944-11-06,El Cajon
23675,EmmanuelPrasad,Male,2013-09-19,1945-11-15,Bellingham
23676,BrandonDiaz,Male,2013-02-25,1946-04-22,Metchosin
23677,CharlesLewis,Male,2013-10-23,1945-09-10,Mill Valley
23678,KellyDiaz,Feamle,2013-03-31,1946-03-09,Lincoln Acres
23679,JacobHarris,Male,2013-02-06,1947-05-05,Oak Bay
23680,AnnaPowell,Feamle,2013-10-23,1952-10-08,Beverly Hills
23681,JordanGonzales,Male,2013-11-29,1946-07-05,Victoria
23682,NatalieHarris,Feamle,2013-02-10,1952-05-07,Langford
23683,DanaAlonso,Feamle,2013-10-01,1947-10-30,Bellflower
23684,JasmineRodriguez,Feamle,2014-01-23,1947-07-04,Grossmont
23685,AlexaReed,Feamle,2013-09-04,1948-12-22,Lakewood
23686,RachelMurphy,Feamle,2013-11-28,1948-09-09,La Jolla
23687,MelissaFlores,Feamle,2013-07-04,1950-04-17,Yakima
23688,OliviaThomas,Feamle,2013-01-12,1949-11-16,Novato
23689,KaylaHall,Feamle,2013-07-04,1958-02-22,West Covina
23690,AngelJames,Male,2013-02-01,1952-12-02,Daly City
23691,KarenHu,Feamle,2013-06-12,1950-12-09,Bellingham
23692,IsaacKing,Male,2013-07-10,1961-10-05,Redmond
23693,JacquelineJenkins,Feamle,2013-07-13,1951-05-09,San Francisco
23694,BrianBrooks,Male,2013-06-30,1950-08-20,W. Linn
23695,ElijahColeman,Male,2013-02-06,1951-02-11,Burlingame
23696,AutumnLi,Feamle,2013-03-21,1951-04-25,Bremerton
23697,CodyKelly,Male,2013-04-14,1951-04-03,Corvallis
23698,MelissaColeman,Feamle,2013-12-26,1950-11-18,Burbank
23699,NicholasWalker,Male,2013-08-02,1950-10-17,Downey
23700,KatelynYoung,Feamle,2013-12-22,1956-05-08,Lebanon
23701,MarissaBarnes,Feamle,2013-09-29,1951-08-22,Novato
23702,EduardoJames,Male,2014-01-22,1952-02-01,Coronado
23703,JacquelineSanchez,Feamle,2013-10-12,1952-03-05,Colma
23704,ChristopherMoore,Male,2013-10-01,1951-07-16,Lakewood
23705,JeremyBryant,Male,2013-11-16,1951-10-01,El Cajon
23706,MackenzieCooper,Feamle,2013-10-31,1957-03-09,Edmonds
23707,WilliamAnderson,Male,2013-11-19,1952-01-15,Marysville
23708,VictoriaColeman,Feamle,2013-11-13,1951-12-30,Beverly Hills
23709,DevinPerry,Male,2013-11-28,1952-06-03,Downey
23710,AnnaSanchez,Feamle,2013-08-16,1953-02-17,Bremerton
23711,FernandoDiaz,Male,2013-02-21,1953-03-16,Sedro Woolley
23712,RileyMurphy,Feamle,2013-08-14,1952-12-06,National City
23713,AriannaButler,Feamle,2013-12-19,1953-02-16,Torrance
23714,JosephWilliams,Male,2013-03-06,1952-10-15,Salem
23715,IsabelFlores,Feamle,2013-11-17,1952-08-17,Spokane
23716,KyleWright,Male,2013-04-16,1953-02-08,Port Hammond
23717,AidanGriffin,Male,2013-05-26,1953-09-14,Redmond
23718,NelsonBlanco,Male,2013-10-18,1959-09-23,Burlingame
23719,MarcusJames,Male,2014-01-13,1954-08-27,Shawnee
23720,AnnaDavis,Feamle,2013-11-22,1954-11-21,Woodburn
23721,JohnClark,Male,2013-10-17,1955-01-20,Downey
23722,AndreaPerez,Feamle,2013-03-19,1954-10-11,Glendale
23723,JosePhillips,Male,2013-10-04,1954-12-07,Lincoln Acres
23724,GabrielleHughes,Feamle,2013-11-17,1954-09-13,Spring Valley
23725,DennisWare,Male,2011-10-01,1956-04-02,Westminster
23726,DarrellXie,Male,2013-10-25,1955-12-11,Burien
23727,BruceSerrano,Male,2013-06-26,1955-08-30,Colma
23728,PaigeKelly,Feamle,2013-04-10,1955-08-20,Downey
23729,MarcusAllen,Male,2013-02-03,1956-03-01,Novato
23730,MorganRodriguez,Feamle,2011-10-15,1956-09-10,Haney
23731,JoseThompson,Male,2011-10-15,1962-11-14,N. Vancouver
23732,XavierWood,Male,2013-04-05,1956-08-09,Bellingham
23733,NatashaGomez,Feamle,2013-10-08,1968-02-16,Bremerton
23734,MelanieWood,Feamle,2013-07-14,1956-12-13,Salem
23735,AmandaWashington,Feamle,2013-03-02,1956-12-29,Salem
23736,SydneyRivera,Feamle,2013-05-04,1957-06-08,Walla Walla
23737,ElenaVelez Amezaga,Feamle,2013-08-12,1956-09-10,Beverly Hills
23738,JulianBennett,Male,2013-10-16,1963-10-07,West Covina
23739,VirginiaKapoor,Feamle,2013-10-30,1958-04-18,Berkeley
23740,NoahJackson,Male,2013-08-03,1963-11-11,Redwood City
23741,DanaRomero,Feamle,2013-10-19,1958-05-02,Bremerton
23742,MorganCox,Feamle,2013-10-07,1959-01-01,La Jolla
23743,TerrenceXu,Male,2013-02-24,1985-07-05,Maidenhead
23744,BarryPrasad,Male,2013-10-21,1985-10-21,Colomiers
23745,DanaVazquez,Feamle,2013-04-30,1986-01-30,Paris
23746,LaneSacksteder,Feamle,2013-09-30,1986-04-15,Paris
23747,TheodoreRomero,Male,2013-04-25,1986-05-22,Cambridge
23748,YolandaPal,Feamle,2013-10-07,1983-08-16,Les Ulis
23749,BrandiAshe,Feamle,2013-09-19,1983-11-07,Paris
23750,TanyaSerrano,Feamle,2013-02-07,1979-08-23,London
23751,LaceyLal,Feamle,2013-03-11,1980-03-20,Milton Keynes
23752,DevinTorres,Male,2013-04-06,1980-06-03,Runcorn
23753,ArthurSara,Male,2013-04-24,1978-09-10,Gloucestershire
23754,CassieGoel,Feamle,2013-10-21,1977-08-12,Paris La Defense
23755,LouisWu,Male,2013-08-16,1983-05-06,Frankfurt
23756,OmarJai,Male,2013-04-01,1978-06-07,Les Ulis
23757,JamesRoberts,Male,2013-04-29,1977-11-08,Neunkirchen
23758,VirginiaMalhotra,Feamle,2013-02-14,1978-11-22,Paris
23759,ClintonAlonso,Male,2013-01-21,1979-06-16,Frankfurt am Main
23760,NinaSharma,Feamle,2013-04-14,1979-03-04,Bracknell
23761,TonyaPal,Feamle,2013-06-22,1978-01-16,Saint Germain en Laye
23762,RubenRamos,Male,2013-04-21,1983-09-17,Wokingham
23763,MichealRomero,Male,2013-03-21,1978-01-10,Paris La Defense
23764,AlishaLiu,Feamle,2013-02-21,1983-03-10,Eilenburg
23765,KellyPrice,Feamle,2013-03-24,1977-08-30,Neunkirchen
23766,CassandraMartinez,Feamle,2013-07-31,1977-10-30,Solingen
23767,AriannaBennett,Feamle,2014-01-17,1977-01-22,Stoke-on-Trent
23768,JoshuaGarcia,Male,2014-01-01,1977-01-23,Runcorn
23769,NatashaDominguez,Feamle,2013-03-14,1976-07-03,Lancaster
23770,JamieCarlson,Male,2013-02-21,1976-11-08,Maidenhead
23771,JulioGomez,Male,2013-05-13,1976-08-03,Orly
23772,CoryRaman,Male,2013-07-15,1976-07-05,Berlin
23773,JonCai,Male,2013-03-31,1976-07-05,Saint Ouen
23774,ReginaldHarrison,Male,2013-04-05,1976-10-28,Esher-Molesey
23775,CedricShan,Male,2013-04-18,1975-09-02,Oxford
23776,CristinaYuan,Feamle,2013-03-17,1975-10-20,Stuttgart
23777,CandiceZhang,Feamle,2013-05-01,1975-12-05,Milton Keynes
23778,LouisHuang,Male,2013-10-23,1977-04-02,Colombes
23779,DeannaDominguez,Feamle,2013-05-27,1977-04-17,London
23780,MasonStewart,Male,2013-03-28,1975-10-06,Roubaix
23781,JordynRoss,Feamle,2013-10-15,1980-12-29,San Gabriel
23782,EdwardBryant,Male,2013-09-25,1980-12-18,Port Orchard
23783,ZacharySmith,Male,2013-03-03,1936-10-05,Langford
23784,PrestonArun,Male,2013-02-06,1977-10-20,Beaverton
23785,TaylorHarris,Feamle,2013-02-03,1972-02-12,Redmond
23786,CarrieSerrano,Feamle,2013-07-10,1959-09-12,Bellingham
23787,AdrianWard,Male,2013-03-25,1960-02-01,Berkeley
23788,MichaelSmith,Male,2013-08-22,1960-02-22,Burbank
23789,RyanWalker,Male,2013-09-24,1959-09-05,Concord
23790,IsabellaWilliams,Feamle,2013-07-07,1960-11-19,Lebanon
23791,AaronGriffin,Male,2013-06-30,1961-04-12,Walla Walla
23792,JessieWu,Male,2013-07-16,1960-09-10,Burien
23793,RyanKumar,Male,2013-04-16,1960-10-08,Burien
23794,AbigailPowell,Feamle,2013-10-02,1960-09-13,Daly City
23795,LaurenMoore,Feamle,2013-03-19,1961-04-15,Coronado
23796,MiguelYoung,Male,2013-07-05,1971-10-03,Redwood City
23797,NathanPerez,Male,2013-04-12,1961-08-30,Long Beach
23798,JuliaKelly,Feamle,2013-03-18,1962-03-12,N. Vancouver
23799,CarolynChandra,Feamle,2013-12-12,1962-08-14,Bellflower
23800,KayleeCox,Feamle,2013-10-06,1963-04-08,La Jolla
23801,TaylorWood,Feamle,2013-02-15,1962-09-05,Salem
23802,EmilyDiaz,Feamle,2013-12-03,1968-11-19,Salem
23803,BernardThames,Male,2013-06-05,1962-11-14,Royal Oak
23804,KristenMa,Feamle,2013-03-24,1969-07-03,Bremerton
23805,LukeHayes,Male,2013-09-25,1963-12-22,Lake Oswego
23806,OliviaFoster,Feamle,2011-10-27,1964-02-16,Langley
23807,CarsonHughes,Male,2013-10-26,1963-08-10,Daly City
23808,SpencerPerry,Male,2013-06-20,1980-04-30,Lincoln Acres
23809,DanielleSanchez,Feamle,2013-09-12,1963-10-21,National City
23810,SarahLee,Feamle,2013-05-22,1964-03-08,La Jolla
23811,EthanPowell,Male,2013-10-25,1969-12-31,San Gabriel
23812,CameronButler,Male,2013-10-02,1970-09-15,San Diego
23813,HannahBennett,Feamle,2013-10-16,1965-01-03,Redwood City
23814,AngelaFoster,Feamle,2013-09-10,1965-01-20,Torrance
23815,JuliaWard,Feamle,2013-10-04,1965-05-25,San Carlos
23816,NatalieJohnson,Feamle,2013-10-01,1964-12-22,Coronado
23817,KaitlynMurphy,Feamle,2013-06-22,1965-02-12,Lebanon
23818,CassidyGonzales,Feamle,2013-10-06,1983-11-13,Chula Vista
23819,VanessaWashington,Feamle,2011-10-14,1984-04-10,Vancouver
23820,IsabelleDiaz,Feamle,2013-12-15,1979-01-31,Beaverton
23821,JordanLal,Male,2013-11-17,1978-11-20,Edmonds
23822,SierraCampbell,Feamle,2013-05-05,1979-03-02,Portland
23823,SamuelDavis,Male,2013-05-18,1984-05-14,Bellflower
23824,EdwardCarter,Male,2013-02-06,1984-10-09,Downey
23825,KatherineColeman,Feamle,2013-10-17,1978-08-19,Glendale
23826,DaltonRoss,Male,2013-04-11,1984-09-17,Long Beach
23827,WyattHall,Male,2013-12-04,1983-09-21,Victoria
23828,CarolynCarlson,Feamle,2013-11-12,1977-04-18,Concord
23829,AnthonyRodriguez,Male,2011-10-06,1978-05-23,Langford
23830,CameronWhite,Male,2011-10-13,1978-03-05,Metchosin
23831,ColleenJai,Feamle,2013-02-01,1977-08-07,Beaverton
23832,AlexandraRamirez,Feamle,2013-11-02,1978-03-19,Bellingham
23833,KevinGonzales,Male,2013-11-27,1983-02-07,Issaquah
23834,EthanLong,Male,2013-11-09,1977-12-04,Renton
23835,MarcusJackson,Male,2013-11-06,1983-08-08,Grossmont
23836,ChloeCarter,Feamle,2013-11-20,1977-08-03,Lincoln Acres
23837,JonathanLi,Male,2013-11-17,1981-10-11,Concord
23838,ArianaReady,Feamle,2013-11-20,1976-02-19,Coronado
23839,SavannahHoward,Feamle,2013-04-15,1981-06-22,Colma
23840,MasonWard,Male,2013-11-22,1981-12-02,Chula Vista
23841,SydneyPhillips,Feamle,2013-11-22,1981-03-09,Woodland Hills
23842,ConnorBryant,Male,2011-10-11,1976-03-25,Langford
23843,MarcusPatterson,Male,2013-11-18,1976-03-19,Los Angeles
23844,AlexandraGonzales,Feamle,2013-11-24,1974-10-29,Port Orchard
23845,MadelineTurner,Feamle,2013-11-16,1975-02-11,Redwood City
23846,AidanDiaz,Male,2011-10-26,1974-12-18,Vancouver
23847,ChadSharma,Male,2013-11-02,1974-08-29,Beaverton
23848,PamelaSai,Feamle,2013-11-01,1974-12-03,Beverly Hills
23849,AlexisSimmons,Feamle,2013-11-09,1976-07-03,Marysville
23850,AnnaHall,Feamle,2013-11-12,1977-05-19,Marysville
23851,MariahRogers,Feamle,2013-11-02,1976-10-12,W. Linn
23852,DesireeTorres,Feamle,2013-11-13,1976-10-17,Berkeley
23853,IsaacPerez,Male,2013-11-17,1975-06-21,Sedro Woolley
23854,MeganTorres,Feamle,2013-11-10,1974-12-12,National City
23855,CarlosWatson,Male,2013-11-20,1974-08-08,El Cajon
23856,SarahTaylor,Feamle,2013-11-01,1975-03-04,Sedro Woolley
23857,AlexandraAnderson,Feamle,2013-11-14,1975-06-24,Lebanon
23858,JonathanPowell,Male,2011-10-01,1974-03-04,Oak Bay
23859,MeganAnderson,Feamle,2011-10-20,1979-11-16,Victoria
23860,EricLong,Male,2013-11-05,1973-09-04,Port Orchard
23861,KeithAnand,Male,2013-02-16,1973-12-14,Beaverton
23862,RebekahKapoor,Feamle,2013-03-31,1978-12-12,Concord
23863,ChristianWilliams,Male,2013-06-10,1972-10-05,Fremont
23864,ChloeJackson,Feamle,2013-07-29,1978-06-12,Palo Alto
23865,LoriSanz,Feamle,2011-11-01,1975-10-18,Burnaby
23866,XavierFlores,Male,2011-11-13,1975-11-03,Cliffside
23867,SarahHenderson,Feamle,2011-11-14,1976-03-22,Sooke
23868,AbigailColeman,Feamle,2011-11-15,1976-01-05,Victoria
23869,WayneNara,Male,2013-03-10,1975-09-12,Ballard
23870,ElijahHenderson,Male,2013-12-21,1975-12-13,Salem
23871,BaileyRichardson,Feamle,2013-12-10,1975-11-29,W. Linn
23872,MatthewGarcia,Male,2013-12-19,1975-09-19,Woodburn
23873,NicoleMiller,Feamle,2013-12-07,1976-04-15,Spring Valley
23874,AbigailCook,Feamle,2013-10-30,1978-04-10,Beaverton
23875,SeanGreen,Male,2013-11-24,1971-11-17,Tacoma
23876,DavidHenderson,Male,2013-10-03,1971-12-12,San Gabriel
23877,KatherineMorris,Feamle,2013-11-29,1971-11-18,San Diego
23878,ChloeWood,Feamle,2013-12-07,1977-08-03,San Francisco
23879,AmberGonzalez,Feamle,2013-03-29,1971-08-22,Port Hammond
23880,NoahPatterson,Male,2013-12-04,1971-07-25,Long Beach
23881,JoshuaMartinez,Male,2013-12-01,1974-12-15,Los Angeles
23882,AlexiaButler,Feamle,2013-12-11,1974-10-07,National City
23883,JacksonRussell,Male,2013-12-24,1980-11-18,Oakland
23884,EthanRoss,Male,2013-12-28,1974-09-20,Santa Cruz
23885,AngelaMorris,Feamle,2013-12-22,1974-12-04,Spring Valley
23886,SeanStewart,Male,2013-12-04,1975-06-15,West Covina
23887,MasonCarter,Male,2013-12-03,1971-03-01,Bellingham
23888,EdwardClark,Male,2013-03-06,1976-08-06,Woodland Hills
23889,SeanCarter,Male,2013-12-22,1970-10-25,Walla Walla
23890,HaleyCox,Feamle,2013-08-25,1970-10-31,Concord
23891,JackJenkins,Male,2013-06-06,1976-09-30,Milwaukie
23892,OliviaBailey,Feamle,2013-06-05,1982-02-10,Langley
23893,ZacharyClark,Male,2013-06-17,1970-08-29,Metchosin
23894,BryanRamirez,Male,2013-03-17,1971-01-19,Issaquah
23895,NicolePowell,Feamle,2013-12-07,1970-10-12,Corvallis
23896,MeganPeterson,Feamle,2013-12-15,1970-01-18,Olympia
23897,KatrinaChapman,Feamle,2013-03-14,1978-03-08,Bonn
23898,ShawnaRai,Feamle,2013-07-14,1972-08-05,Braunschweig
23899,LindseyNath,Feamle,2013-10-27,1984-01-20,Dunkerque
23900,RafaelYang,Male,2013-08-22,1983-10-05,Frankfurt
23901,MaxGutierrez,Male,2013-10-01,1973-01-13,Suresnes
23902,JulieKumar,Feamle,2013-08-15,1984-01-20,Berlin
23903,HaroldSubram,Male,2013-08-06,1973-03-30,Ingolstadt
23904,HaleyWashington,Feamle,2013-04-19,1973-03-20,Gateshead
23905,JoseZhang,Male,2013-08-20,1972-11-29,Erlangen
23906,AlanMa,Male,2013-04-10,1978-10-18,München
23907,HectorNavarro,Male,2013-05-05,1973-01-05,London
23908,MaxSanz,Male,2013-11-27,1977-11-14,Colombes
23909,ToddLin,Male,2013-11-12,1972-04-04,Paris
23910,GabrielPerry,Male,2013-04-07,1971-03-04,Ingolstadt
23911,PriscillaSharma,Feamle,2013-09-08,1981-10-11,Lille
23912,ArthurSanchez,Male,2013-11-02,1971-01-11,Kassel
23913,RileyCooper,Feamle,2013-12-30,1970-11-09,Chatou
23914,TonyaSharma,Feamle,2013-09-05,1975-09-21,Bonn
23915,LawrenceSerrano,Male,2013-11-30,1975-02-16,Berlin
23916,RubenSerrano,Male,2013-08-30,1974-06-04,Frankfurt am Main
23917,CarrieCarlson,Feamle,2013-08-08,1968-10-25,Hamburg
23918,KendraNavarro,Feamle,2013-03-19,1974-03-04,Villeneuve-d'Ascq
23919,JordanParker,Feamle,2013-07-01,1938-01-13,Roubaix
23920,ArthurRuiz,Male,2013-04-19,1972-01-24,Paris
23921,CharlesLee,Male,2013-04-11,1971-08-06,Erlangen
23922,CodyRichardson,Male,2013-04-29,1972-01-15,Neunkirchen
23923,AlejandroSun,Male,2013-06-16,1977-11-08,Cheltenham
23924,AmberWright,Feamle,2013-06-04,1972-06-11,Esher-Molesey
23925,MarieTorres,Feamle,2013-05-02,1970-12-22,München
23926,LydiaWeber,Feamle,2013-06-29,1970-10-06,Sulzbach Taunus
23927,SethCollins,Male,2013-08-17,1969-11-09,Bobigny
23928,JaclynYe,Feamle,2013-04-07,1969-10-05,Orleans
23929,KristinXie,Feamle,2013-09-18,1969-11-06,Pantin
23930,MeaganArun,Feamle,2013-06-11,1975-10-10,Gloucestershire
23931,ReginaldRuiz,Male,2014-01-22,1968-11-29,Dunkerque
23932,CarrieJiménez,Feamle,2013-11-27,1969-03-31,Verrieres Le Buisson
23933,SabrinaCarlson,Feamle,2013-08-09,1969-01-31,Darmstadt
23934,BonnieAndersen,Feamle,2014-01-25,1983-10-14,Colomiers
23935,AlexisBarnes,Feamle,2013-07-09,1981-10-21,Oxford
23936,MoniqueVazquez,Feamle,2013-06-01,1984-08-15,Bobigny
23937,EddieRuiz,Male,2013-02-19,1984-09-22,Bonn
23938,HaroldMadan,Male,2013-06-11,1969-03-31,Billericay
23939,JodiNara,Feamle,2013-04-06,1967-12-21,Colomiers
23940,DominicPerez,Male,2013-06-21,1968-01-11,High Wycombe
23941,EduardoAnderson,Male,2013-01-28,1984-05-19,Darmstadt
23942,RafaelGoel,Male,2013-06-11,1984-05-12,Ingolstadt
23943,CindySubram,Feamle,2013-11-28,1983-09-21,London
23944,JennyWu,Feamle,2013-04-02,1983-07-08,Stoke-on-Trent
23945,NicolasBlack,Male,2013-10-09,1984-02-20,York
23946,KelliLuo,Feamle,2013-10-20,1983-05-02,Neunkirchen
23947,AutumnLiang,Feamle,2013-11-26,1982-10-06,Paderborn
23948,KatelynRivera,Feamle,2013-11-15,1981-08-26,Bury
23949,KelvinDeng,Male,2013-04-23,1981-10-05,Courbevoie
23950,RogerZhou,Male,2013-09-20,1980-11-08,Orly
23951,LindsayBecker,Feamle,2013-10-23,1981-02-15,Les Ulis
23952,NelsonDominguez,Male,2013-08-31,1981-03-12,Saarbrücken
23953,ShaneMehta,Male,2013-05-03,1982-05-09,Berlin
23954,JonathonSerrano,Male,2013-04-08,1982-01-04,London
23955,LucasCook,Male,2013-12-18,1981-01-07,Villeneuve-d'Ascq
23956,MorganColeman,Feamle,2013-07-11,1980-08-26,Ingolstadt
23957,LouisZheng,Male,2013-10-27,1979-12-05,Leipzig
23958,AmyLin,Feamle,2013-11-19,1981-04-15,Verrieres Le Buisson
23959,AmberParker,Feamle,2013-02-24,1980-11-29,Bottrop
23960,EugeneZheng,Male,2013-08-15,1981-06-05,Frankfurt
23961,KarenHuang,Feamle,2013-08-27,1980-12-19,Saarlouis
23962,SandraYang,Feamle,2013-01-28,1984-11-12,Morangis
23963,GeraldJimenez,Male,2013-08-20,1984-03-07,Bobigny
23964,ArturoNara,Male,2013-02-25,1940-03-21,Saint Germain en Laye
23965,DustinShan,Male,2013-04-30,1968-01-23,Frankfurt am Main
23966,GrantSharma,Male,2013-03-30,1967-08-31,Lancaster
23967,VeronicaSuri,Feamle,2013-07-07,1967-08-09,Newcastle upon Tyne
23968,CalebBaker,Male,2013-09-20,1978-06-04,Oxford
23969,ColeSanders,Male,2013-07-14,1972-01-02,Bobigny
23970,RebekahFernandez,Feamle,2013-10-28,1967-04-14,Paris
23971,LindseyJai,Feamle,2013-12-07,1972-08-29,Berks
23972,ClarenceLiang,Male,2013-10-25,1966-11-01,Saint Ouen
23973,ZacharyLong,Male,2013-11-25,1941-09-06,Paris
23974,SusanHuang,Feamle,2013-12-22,1963-10-20,Orleans
23975,FrankBlanco,Male,2013-11-22,1975-04-19,Dresden
23976,RachaelArun,Feamle,2013-03-30,1963-09-18,London
23977,GailButler,Feamle,2013-08-02,1963-08-24,Metz
23978,PhilipOrtega,Male,2014-01-05,1979-09-06,Liverpool
23979,DamienChen,Male,2013-06-15,1967-02-17,Hannover
23980,SergioGarcia,Male,2013-09-24,1961-12-04,Villeneuve-d'Ascq
23981,CesarMartinez,Male,2013-02-24,1961-05-17,Roissy en Brie
23982,AdamDiaz,Male,2013-08-06,1959-08-10,Bottrop
23983,TaylorReed,Feamle,2013-05-19,1960-05-21,Cheltenham
23984,KelseyKennedy,Feamle,2013-05-04,1959-10-13,London
23985,JanetTorres,Feamle,2013-08-26,1948-02-14,Kirkby
23986,TanyaTorres,Feamle,2013-05-16,1951-04-18,London
23987,DawnSharma,Feamle,2013-05-24,1947-04-02,Cheltenham
